"SALK_Line","endolocus","endo.area","tdna.area","area.ratio","littleN","failedN","ratiocat"
"COL70000","PetC",858.442,NA,NA,3,1,NA
"CS22596","PetC",1105.799,NA,NA,1,0,NA
"CS22617","PetC",NA,NA,NA,0,3,NA
"CS22647","PetC",2378.678,NA,NA,1,1,NA
"CS22652","PetC",2454.263,NA,NA,1,0,NA
"CS22658","PetC",1907.5065,NA,NA,2,0,NA
"SALK_000062C","PetC",3250.26866666667,NA,NA,3,3,NA
"SALK_000083C","PetC",214.142,NA,NA,1,1,NA
"SALK_000104C","PetC",1857.335,1261.971,0.67945254894782,1,0,"0.5 -> 1.5"
"SALK_000136C","PetC",382.435,1064.971,2.78471112738112,1,1,"1.5 -> Inf"
"SALK_000174C","PetC",620.885,794.324,1.27295304682242,2,0,"0.5 -> 1.5"
"SALK_000207C","PetC",146.814,1333.092,9.00715200727266,2,0,"1.5 -> Inf"
"SALK_000212C","PetC",1921.1525,3352.2235,1.74633910290416,2,1,"1.5 -> Inf"
"SALK_000234C","PetC",NA,NA,NA,0,3,NA
"SALK_000250C","PetC",3518.82275,6358.69925,2.67176495033461,4,1,"1.5 -> Inf"
"SALK_000253C","PetC",855.617666666667,1134.8345,1.63106570753992,3,5,"1.5 -> Inf"
"SALK_000258C","PetC",203.7885,2130.713,10.6416655550676,2,0,"1.5 -> Inf"
"SALK_000281C","PetC",1015.734,8297.2005,8.41973225113033,2,0,"1.5 -> Inf"
"SALK_000296C","PetC",315.435,412.435,1.30751184871685,1,1,"0.5 -> 1.5"
"SALK_000345C","PetC",19.536,258.142,13.2136568386568,1,1,"1.5 -> Inf"
"SALK_000441C","PetC",NA,NA,NA,0,1,NA
"SALK_000474C","PetC",NA,NA,NA,0,10,NA
"SALK_000586C","PetC",NA,NA,NA,0,6,NA
"SALK_000590C","PetC",58.364,1106.799,13.3438249605921,2,0,"1.5 -> Inf"
"SALK_000600C","PetC",1145.123,3159.437,2.75354999406823,2,4,"1.5 -> Inf"
"SALK_000617C","PetC",923.0065,897.153,0.951088712185673,2,0,"0.5 -> 1.5"
"SALK_000683C","PetC",2199.385,224.607,0.102122638828582,1,2,"0 -> 0.5"
"SALK_000696C","PetC",2785.583,8187.9325,2.93910836606839,2,0,"1.5 -> Inf"
"SALK_000706C","PetC",1365.142,2113.678,1.54832098052803,1,3,"1.5 -> Inf"
"SALK_000745C","PetC",127.753,505.1425,3.77661901290048,2,0,"1.5 -> Inf"
"SALK_000799C","PetC",19.536,155.142,7.94133906633907,1,1,"1.5 -> Inf"
"SALK_000800C","PetC",1362.1275,900.824,0.761536352911456,2,6,"0.5 -> 1.5"
"SALK_000817C","PetC",672.435,2231.971,3.31923680355722,1,1,"1.5 -> Inf"
"SALK_000821C","PetC",1950.098,5156.2505,2.88399450710286,2,0,"1.5 -> Inf"
"SALK_000829C","PetC",NA,204.728,NA,1,1,NA
"SALK_000832C","PetC",1900.73,5989.3715,3.16084938192068,2,0,"1.5 -> Inf"
"SALK_000835C","PetC",81.253,1066.117,13.1197581733761,2,1,"1.5 -> Inf"
"SALK_000891C","PetC",696.849,328.435,0.47131444545375,1,1,"0 -> 0.5"
"SALK_000910C","PetC",262.9955,2209.3095,8.25536517925366,2,0,"1.5 -> Inf"
"SALK_000928C","PetC",2682.5245,4068.29775,1.5196188885558,4,1,"1.5 -> Inf"
"SALK_000940C","PetC",457.41,203.2885,0.468449353166092,2,1,"0 -> 0.5"
"SALK_000942C","PetC",4723.667,3010.213,NA,5,0,NA
"SALK_000951C","PetC",636.9955,1852.9455,2.86038432415049,2,0,"1.5 -> Inf"
"SALK_001004C","PetC",3313.32566666667,2657.41666666667,0.800538634213898,3,2,"0.5 -> 1.5"
"SALK_001014C","PetC",385.435,1493.092,3.87378416594238,1,3,"1.5 -> Inf"
"SALK_001016C","PetC",225.3745,529.0565,2.54146688001789,2,0,"1.5 -> Inf"
"SALK_001024C","PetC",635.4205,842.9305,1.36880982438103,2,3,"0.5 -> 1.5"
"SALK_001091C","PetC",35.657,168.728,4.73197408643464,1,1,"1.5 -> Inf"
"SALK_001157C","PetC",115.1675,923.4455,8.73273863342722,2,0,"1.5 -> Inf"
"SALK_001187C","PetC",NA,NA,NA,0,2,NA
"SALK_001197C","PetC",1246.0315,1825.2385,1.49416761772783,2,0,"0.5 -> 1.5"
"SALK_001203C","PetC",658.9095,573.7025,0.850489161905631,2,0,"0.5 -> 1.5"
"SALK_001269C","PetC",333.314,2342.092,7.02668354764576,1,1,"1.5 -> Inf"
"SALK_001283C","PetC",763.41,1400.617,1.79172186134491,2,0,"1.5 -> Inf"
"SALK_001298C","PetC",1355.4805,3304.3095,2.50330527779644,2,0,"1.5 -> Inf"
"SALK_001313C","PetC",745.678,3817.87,5.11999817615646,1,1,"1.5 -> Inf"
"SALK_001360C","PetC",3356.224,NA,NA,6,1,NA
"SALK_001364C","PetC",482.556,1764.799,3.65719004633659,1,0,"1.5 -> Inf"
"SALK_001388C","PetC",1120.092,2278.749,2.03443020751867,1,1,"1.5 -> Inf"
"SALK_001421C","PetC",2107.477,6779.619,4.63536448132328,2,0,"1.5 -> Inf"
"SALK_001437C","PetC",622.799,NA,NA,2,6,NA
"SALK_001453C","PetC",1787.6585,6675.2905,3.80299983250731,2,0,"1.5 -> Inf"
"SALK_001470C","PetC",1041.1075,6032.853,15.7562357240489,4,3,"1.5 -> Inf"
"SALK_001479C","PetC",219.8995,525.7885,4.97944755166303,2,0,"1.5 -> Inf"
"SALK_001496C","PetC",1416.88666666667,2296.708,1.34025606362502,3,1,"0.5 -> 1.5"
"SALK_001655C","PetC",1779.9268,3562.218,2.05005643575457,5,3,"1.5 -> Inf"
"SALK_001662C","PetC",168.96,2510.188,17.6925258211766,2,0,"1.5 -> Inf"
"SALK_001669C","PetC",1691.12266666667,3599.065,1.97503324331223,3,0,"1.5 -> Inf"
"SALK_001679C","PetC",4730.83033333333,4864.8585,1.26719386035587,4,0,"0.5 -> 1.5"
"SALK_001701C","PetC",999.4705,1870.592,1.85074569644883,2,0,"1.5 -> Inf"
"SALK_001709C","PetC",2726.5636,1740.1126,0.723400444723685,5,0,"0.5 -> 1.5"
"SALK_001711C","PetC",5183.35933333333,2524.1735,0.370072187607496,4,1,"0 -> 0.5"
"SALK_001712C","PetC",10031.262,3553.7675,1.33075475303677,4,3,"0.5 -> 1.5"
"SALK_001760C","PetC",736.7385,1466.653,1.98389743334051,2,0,"1.5 -> Inf"
"SALK_001812C","PetC",851.8095,872.5166,0.913543562311817,2,3,"0.5 -> 1.5"
"SALK_001827C","PetC",3766.1545,1258.6735,0.299190856534767,2,4,"0 -> 0.5"
"SALK_001850C","PetC",2701.558,5759.0075,2.05882110977667,2,0,"1.5 -> Inf"
"SALK_001957C","PetC",773.025,6885.316,8.91250106212851,3,3,"1.5 -> Inf"
"SALK_001977C","PetC",NA,NA,NA,0,6,NA
"SALK_001986C","PetC",60.778,386.142,6.35331863503241,1,2,"1.5 -> Inf"
"SALK_001994C","PetC",5135.24466666667,4130.157,0.79445485517422,3,2,"0.5 -> 1.5"
"SALK_002086C","PetC",2046.506,1371.6775,0.655883440298991,2,0,"0.5 -> 1.5"
"SALK_002088C","PetC",2427.24,1595.9872,0.64001407367655,5,0,"0.5 -> 1.5"
"SALK_002098C","PetC",NA,NA,NA,0,9,NA
"SALK_002112C","PetC",92.339,539.471,7.13885028938987,2,0,"1.5 -> Inf"
"SALK_002135C","PetC",1599.4705,3406.096,1.97708443540636,3,0,"1.5 -> Inf"
"SALK_002181C","PetC",1708.308,1140.62766666667,0.614999216128601,3,0,"0.5 -> 1.5"
"SALK_002189C","PetC",NA,NA,NA,0,6,NA
"SALK_002207C","PetC",509.849,2436.213,4.85997437473833,2,0,"1.5 -> Inf"
"SALK_002211C","PetC",340.935,2589.567,7.84502320041588,2,0,"1.5 -> Inf"
"SALK_002225C","PetC",1137.3305,4292.329,3.97709810162844,3,0,"1.5 -> Inf"
"SALK_002228C","PetC",318.5815,2436.006,7.81037395999628,2,0,"1.5 -> Inf"
"SALK_002231C","PetC",242.607,2765.506,11.3991187393604,1,1,"1.5 -> Inf"
"SALK_002265C","PetC",1328.341,850.6898,0.749810023030071,5,0,"0.5 -> 1.5"
"SALK_002270C","PetC",482033.5628,6368.966,3.83858828580686,5,0,"1.5 -> Inf"
"SALK_002295C","PetC",1493.98733333333,1031.166,1.37399351406262,3,0,"0.5 -> 1.5"
"SALK_002300C","PetC",271.435,819.678,3.01979479433382,1,1,"1.5 -> Inf"
"SALK_002301C","PetC",NA,NA,NA,0,2,NA
"SALK_002311C","PetC",NA,NA,NA,0,2,NA
"SALK_002325C","PetC",409.314,2421.678,5.91643090634574,1,1,"1.5 -> Inf"
"SALK_002328C","PetC",313.142,2170.092,5.73290392218227,2,0,"1.5 -> Inf"
"SALK_002345C","PetC",1285.506,2787.456,2.1683726096961,1,1,"1.5 -> Inf"
"SALK_002348C","PetC",1191.263,1404.971,1.17939615349423,1,1,"0.5 -> 1.5"
"SALK_002349C","PetC",784.82,4558.447,5.80827068627201,1,4,"1.5 -> Inf"
"SALK_002383C","PetC",488.728,2272.092,4.648990849716,1,1,"1.5 -> Inf"
"SALK_002385C","PetC",3685.9265,1251.966,0.638854310082189,2,7,"0.5 -> 1.5"
"SALK_002425C","PetC",1375.73375,5223.15875,4.2849520899877,4,0,"1.5 -> Inf"
"SALK_002455C","PetC",2865.174,4163.30233333333,1.79098170686667,3,3,"1.5 -> Inf"
"SALK_002470C","PetC",1120.092,2731.8955,2.48734816138993,2,0,"1.5 -> Inf"
"SALK_002477C","PetC",283.849,1691.213,5.95814323813013,1,1,"1.5 -> Inf"
"SALK_002480C","PetC",1601.941,4012.755,4.23693881360175,2,8,"1.5 -> Inf"
"SALK_002489C","PetC",819.5315,442.7025,0.538058741296091,2,0,"0.5 -> 1.5"
"SALK_002603C","PetC",1154.971,629.556,0.545083815957284,1,1,"0.5 -> 1.5"
"SALK_002607C","PetC",112.728,255.556,2.26701440635867,1,1,"1.5 -> Inf"
"SALK_002622C","PetC",260.021,NA,NA,1,5,NA
"SALK_002632C","PetC",115.46,367.142,4.2695968194683,2,0,"1.5 -> Inf"
"SALK_002641C","PetC",4302.92866666667,2189.955,0.617488680398549,3,5,"0.5 -> 1.5"
"SALK_002674C","PetC",1745.77925,3650.7655,2.21714798737267,4,0,"1.5 -> Inf"
"SALK_002684C","PetC",279.728,1780.799,6.36618071841217,1,1,"1.5 -> Inf"
"SALK_002712C","PetC",3155.40325,6257.81025,2.55786363186047,4,0,"1.5 -> Inf"
"SALK_002876C","PetC",2547.18366666667,3441.10966666667,1.27966586582745,3,5,"0.5 -> 1.5"
"SALK_002893C","PetC",1100.66075,2105.04475,2.21070474694573,4,2,"1.5 -> Inf"
"SALK_002904C","PetC",1912.80925,2121.47875,1.57084335889239,4,1,"1.5 -> Inf"
"SALK_002912C","PetC",4776.004,NA,NA,1,5,NA
"SALK_002924C","PetC",3252.962,4948.33566666667,1.57825101529666,3,3,"1.5 -> Inf"
"SALK_002968C","PetC",1652.477,2826.426,1.71041775467979,1,7,"1.5 -> Inf"
"SALK_002984C","PetC",NA,NA,NA,0,3,NA
"SALK_003015C","PetC",2942.477,5479.305,1.86214029880268,1,7,"1.5 -> Inf"
"SALK_003037C","PetC",1289.749,3697.698,2.86699039890707,1,0,"1.5 -> Inf"
"SALK_003056C","PetC",1705.824,1229.703,0.64110813552291,2,0,"0.5 -> 1.5"
"SALK_003065C","PetC",721.849,1244.506,1.72405309143602,1,1,"1.5 -> Inf"
"SALK_003066C","PetC",4489.497,2639.891,0.588014871153717,1,5,"0.5 -> 1.5"
"SALK_003079C","PetC",1067.515,890.08,1.83030753494589,6,1,"1.5 -> Inf"
"SALK_003098C","PetC",NA,NA,NA,0,1,NA
"SALK_003101C","PetC",NA,5396.164,NA,3,0,NA
"SALK_003109C","PetC",1134.845,4975.3865,4.33452854442141,2,2,"1.5 -> Inf"
"SALK_003129C","PetC",1665.6525,2864.8955,1.73237392175426,2,0,"1.5 -> Inf"
"SALK_003134C","PetC",3318.8005,9478.8825,2.92997241303638,2,0,"1.5 -> Inf"
"SALK_003138C","PetC",46.0105,253.9955,7.35990503873681,2,0,"1.5 -> Inf"
"SALK_003149C","PetC",2496.75066666667,4625.28116666667,2.73822752663885,6,1,"1.5 -> Inf"
"SALK_003204C","PetC",392.728,1343.031,6.19461561182294,2,0,"1.5 -> Inf"
"SALK_003210C","PetC",1475.1835,6115.3765,4.19597418970854,2,0,"1.5 -> Inf"
"SALK_003214C","PetC",1660.557,483.92,0.691083266450929,4,1,"0.5 -> 1.5"
"SALK_003223C","PetC",481.314,493.142,1.02457439426237,1,0,"0.5 -> 1.5"
"SALK_003255C","PetC",1424.799,2057.042,1.44374188920683,1,10,"0.5 -> 1.5"
"SALK_003271C","PetC",1330.1275,1812.6885,1.35634709785005,2,0,"0.5 -> 1.5"
"SALK_003301C","PetC",12.121,84.485,6.97013447735335,1,2,"1.5 -> Inf"
"SALK_003342C","PetC",61.485,493.142,8.02052533138164,1,2,"1.5 -> Inf"
"SALK_003357C","PetC",325.142,1153.506,3.54769915913662,1,1,"1.5 -> Inf"
"SALK_003383C","PetC",772.0315,2756.3955,3.58906249625291,2,0,"1.5 -> Inf"
"SALK_003425C","PetC",3064.669,4136.107,1.38981649633838,3,2,"0.5 -> 1.5"
"SALK_003437C","PetC",944.022,1449.298,1.54756455442728,3,2,"1.5 -> Inf"
"SALK_003448C","PetC",1313.1775,1936.006,1.54188397615835,2,0,"1.5 -> Inf"
"SALK_003449C","PetC",2568.2766,2797.6038,1.84951629252615,5,0,"1.5 -> Inf"
"SALK_003478C","PetC",12.121,111.899,9.2318290570085,1,2,"1.5 -> Inf"
"SALK_003600C","PetC",769.263,1151.178,1.50271729747393,2,0,"1.5 -> Inf"
"SALK_003653C","PetC",2034.57475,5551.49,3.96403815715087,4,5,"1.5 -> Inf"
"SALK_003672C","PetC",970.678,1021.556,1.05241490999075,1,1,"0.5 -> 1.5"
"SALK_003691C","PetC",1795.37366666667,4097.55533333333,8.50053913527896,6,2,"1.5 -> Inf"
"SALK_003702C","PetC",1503.92325,6863.52275,4.90152036076784,4,1,"1.5 -> Inf"
"SALK_003706C","PetC",3367.40266666667,5969.33566666667,1.65605191358279,3,7,"1.5 -> Inf"
"SALK_003721C","PetC",1319.41075,737.572,3.19126706135138,4,0,"1.5 -> Inf"
"SALK_003729C","PetC",2342.722,1277.27733333333,0.501426423184985,3,0,"0.5 -> 1.5"
"SALK_003732C","PetC",2259.6598,2090.377,1.08478259059867,5,2,"0.5 -> 1.5"
"SALK_003750C","PetC",NA,NA,NA,0,5,NA
"SALK_003760C","PetC",122.546,878.531,14.0190702404237,2,0,"1.5 -> Inf"
"SALK_003787C","PetC",1774.638,7527.1795,11.3706005450062,2,0,"1.5 -> Inf"
"SALK_003831C","PetC",14.121,160.142,11.3406982508321,1,2,"1.5 -> Inf"
"SALK_003859C","PetC",NA,NA,NA,0,3,NA
"SALK_003891C","PetC",2486.1695,7030.811,3.12484073705266,2,0,"1.5 -> Inf"
"SALK_003905C","PetC",637.021,2588.213,4.06299478353147,1,1,"1.5 -> Inf"
"SALK_003941C","PetC",2107.8805,2835.92125,1.87590210166922,4,5,"1.5 -> Inf"
"SALK_003942C","PetC",1319.27733333333,1704.749,1.12022193456809,3,1,"0.5 -> 1.5"
"SALK_003943C","PetC",955.971,1334.092,1.39553605705612,1,0,"0.5 -> 1.5"
"SALK_003982C","PetC",2950.27166666667,2687.77666666667,0.983044477428738,3,2,"0.5 -> 1.5"
"SALK_003994C","PetC",972.784,3378.2045,4.02195926245673,2,4,"1.5 -> Inf"
"SALK_004011C","PetC",253.607,2375.335,9.36620440287532,1,1,"1.5 -> Inf"
"SALK_004030C","PetC",1025.092,1757.42,1.71289248308039,2,0,"1.5 -> Inf"
"SALK_004048C","PetC",NA,NA,NA,0,10,NA
"SALK_004053C","PetC",4561.4,1331.039,0.332479625574069,3,2,"0 -> 0.5"
"SALK_004073C","PetC",606,11103,18.3217821782178,1,10,"1.5 -> Inf"
"SALK_004076C","PetC",1833.456,1507.042,0.821967911965163,1,1,"0.5 -> 1.5"
"SALK_004077C","PetC",NA,NA,NA,0,2,NA
"SALK_004087C","PetC",736.092,437.849,0.594829178961325,1,0,"0.5 -> 1.5"
"SALK_004092C","PetC",367.642,1555.0875,4.88212361933795,2,1,"1.5 -> Inf"
"SALK_004170C","PetC",1838.71933333333,4778.27166666667,2.43589700644178,3,5,"1.5 -> Inf"
"SALK_004207C","PetC",127.192,2845.8595,26.5137964940049,2,0,"1.5 -> Inf"
"SALK_004219C","PetC",211.667,2358.7135,13.0517932022515,2,0,"1.5 -> Inf"
"SALK_004298C","PetC",3246.7015,6362.1315,2.20412407176412,4,5,"1.5 -> Inf"
"SALK_004353C","PetC",NA,NA,NA,0,10,NA
"SALK_004457C","PetC",2547.45733333333,5073.13766666667,1.96379917324873,3,2,"1.5 -> Inf"
"SALK_004525C","PetC",2164.987,9090.119,8.99976633442069,2,0,"1.5 -> Inf"
"SALK_004552C","PetC",1303.385,1048.971,0.8048051803573,1,1,"0.5 -> 1.5"
"SALK_004590C","PetC",1116.76266666667,5036.8405,5.25979298968795,3,0,"1.5 -> Inf"
"SALK_004639C","PetC",996.3845,489.7025,0.512079142252509,2,0,"0.5 -> 1.5"
"SALK_004686C","PetC",3783.3578,2193.0322,0.701672395660679,5,0,"0.5 -> 1.5"
"SALK_004698C","PetC",3595.402,1540.727,0.809997806890202,5,0,"0.5 -> 1.5"
"SALK_004741C","PetC",NA,NA,NA,0,8,NA
"SALK_004746C","PetC",NA,NA,NA,0,5,NA
"SALK_004769C","PetC",293.678,153.778,0.523627919013341,1,0,"0.5 -> 1.5"
"SALK_004831C","PetC",916.9665,7806.422,14.0773523937852,2,0,"1.5 -> Inf"
"SALK_004869C","PetC",700.077,807.3805,1.25878153770724,2,2,"0.5 -> 1.5"
"SALK_004883C","PetC",1014.556,1097.556,1.08180918549592,1,1,"0.5 -> 1.5"
"SALK_004919C","PetC",919.506,3279.284,3.56635410753165,1,1,"1.5 -> Inf"
"SALK_004964C","PetC",2139.853,3674.099,1.87108901008843,4,2,"1.5 -> Inf"
"SALK_004988C","PetC",243.607,1252.849,5.14291050749773,1,1,"1.5 -> Inf"
"SALK_005007C","PetC",694.127,2682.709,3.72447889350116,2,1,"1.5 -> Inf"
"SALK_005010C","PetC",419.263,2275.213,5.42669636958186,1,1,"1.5 -> Inf"
"SALK_005025C","PetC",729.34725,7029.09375,31.7944915308917,4,0,"1.5 -> Inf"
"SALK_005030C","PetC",3332.163,1633.627,0.490260230366882,1,1,"0 -> 0.5"
"SALK_005031C","PetC",184.607,346.314,1.87595269951844,1,1,"1.5 -> Inf"
"SALK_005080C","PetC",1198.7445,4248.9825,3.70393781838829,2,4,"1.5 -> Inf"
"SALK_005142C","PetC",1095.90066666667,5989.13766666667,6.01894900268099,3,1,"1.5 -> Inf"
"SALK_005175C","PetC",188.935,176.8135,0.894900214213148,2,1,"0.5 -> 1.5"
"SALK_005176C","PetC",310.314,1400.971,4.51468834793145,1,1,"1.5 -> Inf"
"SALK_005190C","PetC",3491.8422,4942.1236,1.45229854143971,5,2,"0.5 -> 1.5"
"SALK_005199C","PetC",4398.497,6797.062,1.54531468362943,1,7,"1.5 -> Inf"
"SALK_005240C","PetC",NA,781.263,NA,1,1,NA
"SALK_005270C","PetC",1707.926,6131.0645,4.9876338322226,2,0,"1.5 -> Inf"
"SALK_005281C","PetC",452.259,5283.7905,9.73150079993207,2,0,"1.5 -> Inf"
"SALK_005286C","PetC",1436.506,2667.335,1.85682134289728,1,1,"1.5 -> Inf"
"SALK_005336C","PetC",NA,NA,NA,0,3,NA
"SALK_005342C","PetC",2852.376,2575.805,0.810786940488032,2,0,"0.5 -> 1.5"
"SALK_005352C","PetC",212.6065,1933.9205,11.1942622398235,2,0,"1.5 -> Inf"
"SALK_005447C","PetC",164.021,228.021,1.35594966273846,2,0,"0.5 -> 1.5"
"SALK_005464C","PetC",2475.5375,2460.007,1.86548156318401,4,0,"1.5 -> Inf"
"SALK_005488C","PetC",1885.56033333333,3468.00533333333,1.85857017244072,3,0,"1.5 -> Inf"
"SALK_005491C","PetC",66.192,1082.556,16.3547860768673,1,1,"1.5 -> Inf"
"SALK_005531C","PetC",977.556,1877.799,1.92091194775542,1,1,"1.5 -> Inf"
"SALK_005533C","PetC",789.849,925.556,1.1718138530276,1,1,"0.5 -> 1.5"
"SALK_005558C","PetC",479.142,2390.385,4.98888638441214,1,2,"1.5 -> Inf"
"SALK_005569C","PetC",1189.876,3444.3534,9.8069744749597,5,3,"1.5 -> Inf"
"SALK_005571C","PetC",NA,NA,NA,0,8,NA
"SALK_005585C","PetC",1056.25066666667,2776.10966666667,2.4137225147287,3,2,"1.5 -> Inf"
"SALK_005625C","PetC",140.253,769.824,7.51982081397358,2,0,"1.5 -> Inf"
"SALK_005627C","PetC",NA,209.728,NA,1,1,NA
"SALK_005642C","PetC",489.435,1564.385,3.19630798778183,1,1,"1.5 -> Inf"
"SALK_005658C","PetC",443.223,2701.043,6.19942693429811,3,1,"1.5 -> Inf"
"SALK_005669C","PetC",674.556,2780.481,4.16208086441186,2,0,"1.5 -> Inf"
"SALK_005672C","PetC",1228.4705,677.8495,0.600333280272319,2,1,"0.5 -> 1.5"
"SALK_005721C","PetC",551.981,4393.976,12.8376514628606,3,3,"1.5 -> Inf"
"SALK_005758C","PetC",1355.678,1065.971,0.786301024284528,1,1,"0.5 -> 1.5"
"SALK_005766C","PetC",3517.03866666667,2593.86033333333,0.775664705147853,3,1,"0.5 -> 1.5"
"SALK_005808C","PetC",5565.52275,1643.9914,0.315977293774306,5,1,"0 -> 0.5"
"SALK_005816C","PetC",367.642,2084.8345,5.68035286121683,2,0,"1.5 -> Inf"
"SALK_005851C","PetC",665.435,2697.506,4.05374829998422,1,1,"1.5 -> Inf"
"SALK_005871C","PetC",2410.623,5418.326,2.64277168494954,2,0,"1.5 -> Inf"
"SALK_005882C","PetC",3521.91375,2650.02475,0.927104463798192,4,0,"0.5 -> 1.5"
"SALK_005912C","PetC",NA,NA,NA,0,5,NA
"SALK_005936C","PetC",3196.605,4554.17433333333,1.65377606394799,3,1,"1.5 -> Inf"
"SALK_005951C","PetC",654.728,2167.506,3.31054422599919,1,1,"1.5 -> Inf"
"SALK_005957C","PetC",1388.263,2406.092,1.73316727450058,1,1,"1.5 -> Inf"
"SALK_005970C","PetC",1192.506,1371.213,1.1498583654925,1,1,"0.5 -> 1.5"
"SALK_005979C","PetC",412.349,3392.077,8.22093781320121,2,0,"1.5 -> Inf"
"SALK_005983C","PetC",370.728,1096.971,2.95896452385576,1,1,"1.5 -> Inf"
"SALK_006012C","PetC",1667.1055,3141.5605,1.81330078475987,4,5,"1.5 -> Inf"
"SALK_006012C ","PetC",5510.79,4522.77,0.820711730985939,1,8,"0.5 -> 1.5"
"SALK_006021C","PetC",3139.2875,3102.67875,1.17677987065401,4,1,"0.5 -> 1.5"
"SALK_006024C","PetC",335.728,970.678,2.89126316541963,1,1,"1.5 -> Inf"
"SALK_006054C","PetC",1196.441,6044.937,5.04049745514125,2,3,"1.5 -> Inf"
"SALK_006083C","PetC",833.471,1936.335,2.38432204322043,2,0,"1.5 -> Inf"
"SALK_006092C","PetC",132.728,131.3745,1.07742921069758,2,1,"0.5 -> 1.5"
"SALK_006099C","PetC",180.667,137.2275,1.25699997725142,2,0,"0.5 -> 1.5"
"SALK_006124C","PetC",547.556,543.849,0.993229916209484,1,0,"0.5 -> 1.5"
"SALK_006172C","PetC",NA,NA,NA,0,6,NA
"SALK_006217C","PetC",NA,192.935,NA,2,1,NA
"SALK_006229C","PetC",704.527,8644.983,12.270619862688,1,0,"1.5 -> Inf"
"SALK_006235C","PetC",1251.1505,4228.28225,3.59242195825169,4,0,"1.5 -> Inf"
"SALK_006244C","PetC",549.263,2930.456,5.33525105459498,1,1,"1.5 -> Inf"
"SALK_006260C","PetC",854.008,2597.662,2.94340656662966,3,1,"1.5 -> Inf"
"SALK_006265C","PetC",873.648,1034.062,1.18361399556801,1,9,"0.5 -> 1.5"
"SALK_006272C","PetC",2292.0375,2224.6235,0.856095212908207,2,0,"0.5 -> 1.5"
"SALK_006274C","PetC",372.874,1445.117,5.37031586089502,2,1,"1.5 -> Inf"
"SALK_006284C","PetC",93.607,1051.799,11.2363284797077,1,1,"1.5 -> Inf"
"SALK_006297C","PetC",747.885,888.617,1.07948809844146,2,0,"0.5 -> 1.5"
"SALK_006302C","PetC",3021.062,95.485,0.0316064350880584,1,1,"0 -> 0.5"
"SALK_006327C","PetC",NA,NA,NA,0,1,NA
"SALK_006354C","PetC",360.7885,1162.2385,5.04842548149098,2,1,"1.5 -> Inf"
"SALK_006361C","PetC",382.435,122.314,0.3198295135121,1,1,"0 -> 0.5"
"SALK_006378C","PetC",3363.49975,5176.0655,1.65893729698411,4,0,"1.5 -> Inf"
"SALK_006393C","PetC",175.607,472.142,2.68862858542085,1,1,"1.5 -> Inf"
"SALK_006446C","PetC",2576.7875,6612.121,2.46660753011863,4,1,"1.5 -> Inf"
"SALK_006487C","PetC",3120.25725,4559.93375,1.62840197956906,4,0,"1.5 -> Inf"
"SALK_006496C","PetC",2116.749,2664.213,1.25863434918358,1,0,"0.5 -> 1.5"
"SALK_006515C","PetC",1293.4765,5993.054,4.59220927468987,2,0,"1.5 -> Inf"
"SALK_006528C","PetC",1208.123,1723.5475,1.40878050372678,2,1,"0.5 -> 1.5"
"SALK_006552C","PetC",454.142,1967.506,4.33235860149469,1,1,"1.5 -> Inf"
"SALK_006558C","PetC",1653.6425,3540.0665,20.3222800162062,2,0,"1.5 -> Inf"
"SALK_006575C","PetC",1735.62466666667,1513.85333333333,1.32930965658607,3,0,"0.5 -> 1.5"
"SALK_006580C","PetC",2005.9028,NA,NA,5,0,NA
"SALK_006594C","PetC",1442.184,3822.0475,4.92038741242449,2,1,"1.5 -> Inf"
"SALK_006619C","PetC",641.3495,1066.91,1.92384972982973,2,1,"1.5 -> Inf"
"SALK_006693C","PetC",473.263,1180.506,2.49439740693864,1,1,"1.5 -> Inf"
"SALK_006705C","PetC",1580.042,1512.627,0.957333412656119,1,1,"0.5 -> 1.5"
"SALK_006736C","PetC",1481.184,4005.228,3.43160853827817,3,2,"1.5 -> Inf"
"SALK_006744C","PetC",985.425333333333,4164.85333333333,8.82217336352864,3,2,"1.5 -> Inf"
"SALK_006760C","PetC",NA,725.941,NA,1,5,NA
"SALK_006773C","PetC",5210.21866666667,NA,NA,3,2,NA
"SALK_006783C","PetC",2160.8155,3998.8865,1.83486086145663,2,0,"1.5 -> Inf"
"SALK_006800C","PetC",177.6065,389.4705,3.05361262081967,2,0,"1.5 -> Inf"
"SALK_006862C","PetC",241.192,2325.841,9.64311005340144,1,4,"1.5 -> Inf"
"SALK_006938C","PetC",NA,NA,NA,0,6,NA
"SALK_006994C","PetC",619.971,179.021,0.288757054765465,1,2,"0 -> 0.5"
"SALK_007006C","PetC",75.485,1898.556,25.151434059747,1,2,"1.5 -> Inf"
"SALK_007054C","PetC",1383.4055,4305.922,2.84916019156861,2,0,"1.5 -> Inf"
"SALK_007062C","PetC",226.314,368.9705,1.76738131297285,2,3,"1.5 -> Inf"
"SALK_007109C","PetC",41.364,2356.688,57.4200268721521,2,0,"1.5 -> Inf"
"SALK_007128C","PetC",473.3135,1303.1525,6.00413882988569,2,0,"1.5 -> Inf"
"SALK_007134C","PetC",3273.317,2246.984,0.944710948258503,5,0,"0.5 -> 1.5"
"SALK_007135C","PetC",904.784,3244.0935,3.71545742606099,2,0,"1.5 -> Inf"
