"SALK_Line","endolocus","endo.area","tdna.area","area.ratio","littleN","failedN","ratiocat"
"SALK_015989C","PetC",984.556,959.435,0.974484945498275,1,2,"0.5 -> 1.5"
"SALK_016007C","PetC",530.385,3124.456,5.89092074625037,1,0,"1.5 -> Inf"
"SALK_016098C","PetC",2475.1194,4441.00383333333,2.14755683799766,6,2,"1.5 -> Inf"
"SALK_016119C","PetC",2914.8855,2034.854,3.32526503268481,5,2,"1.5 -> Inf"
"SALK_016120C","PetC",244.917,596.1575,2.65239686028138,4,4,"1.5 -> Inf"
"SALK_016122C","PetC",1746.416,5005.079,3.19249342887752,2,0,"1.5 -> Inf"
"SALK_016124C","PetC",476.728,798.142,1.67420835361044,1,0,"1.5 -> Inf"
"SALK_016126C","PetC",110.899,171.728,1.54850810196665,1,0,"1.5 -> Inf"
"SALK_016140C","PetC",745.435,2438.799,3.2716454150932,1,1,"1.5 -> Inf"
"SALK_016192C","PetC",NA,NA,NA,0,2,NA
"SALK_016202C","PetC",423.2885,1135.824,3.38522519080596,2,0,"1.5 -> Inf"
"SALK_016228C","PetC",2686.4765,4901.058,2.00207744276628,2,0,"1.5 -> Inf"
"SALK_016240C","PetC",70.571,210.435,7.52898032200358,2,2,"1.5 -> Inf"
"SALK_016250C","PetC",2844.0625,4793.9975,1.78188692816348,2,0,"1.5 -> Inf"
"SALK_016253C","PetC",1366.2845,5297.5935,4.77495247468038,2,0,"1.5 -> Inf"
"SALK_016264C","PetC",3297.454,1983.4942,2.85214630600499,5,2,"1.5 -> Inf"
"SALK_016312C","PetC",NA,NA,NA,0,10,NA
"SALK_016332C","PetC",2828.799,3196.945,1.12745716221439,2,0,"0.5 -> 1.5"
"SALK_016333C","PetC",1721.506,2706.8095,1.57136829827099,2,0,"1.5 -> Inf"
"SALK_016356C","PetC",NA,NA,NA,0,11,NA
"SALK_016389C","PetC",NA,243.142,NA,1,0,NA
"SALK_016421C","PetC",3869.9365,7336.7405,1.89452486527955,2,0,"1.5 -> Inf"
"SALK_016436C","PetC",2432.3155,5703.74,2.92175898062583,2,1,"1.5 -> Inf"
"SALK_016447C","PetC",2555.0065,1308.824,0.513865004017264,2,0,"0.5 -> 1.5"
"SALK_016455C","PetC",1270.006,3004.895,2.43508448551391,2,0,"1.5 -> Inf"
"SALK_016466C","PetC",NA,NA,NA,0,5,NA
"SALK_016504C","PetC",2503.487,7336.6145,2.89841652696424,2,0,"1.5 -> Inf"
"SALK_016557C","PetC",2094.725,1081.83266666667,0.506049506071939,3,0,"0.5 -> 1.5"
"SALK_016570C","PetC",2903.3772,7858.933,NA,6,1,NA
"SALK_016594C","PetC",2415.8655,1952.209,0.806927528793585,2,0,"0.5 -> 1.5"
"SALK_016597C","PetC",1929.725,2840.48933333333,1.46488994914224,3,0,"0.5 -> 1.5"
"SALK_016618C","PetC",1700.8595,2666.8955,1.56785629120335,2,0,"1.5 -> Inf"
"SALK_016669C","PetC",1246.8195,5055.7755,4.92984142665151,2,0,"1.5 -> Inf"
"SALK_016673C","PetC",1247.0165,4744.447,4.87428473463207,2,0,"1.5 -> Inf"
"SALK_016682C","PetC",787.5415,1590.234,2.18072700465062,2,8,"1.5 -> Inf"
"SALK_016684C","PetC",367.667,1425.885,6.88171783476419,2,0,"1.5 -> Inf"
"SALK_016687C","PetC",2024.4842,4113.8708,2.75099812255654,5,3,"1.5 -> Inf"
"SALK_016693C","PetC",1427.9055,5831.2755,5.56672301138974,2,0,"1.5 -> Inf"
"SALK_016694C","PetC",2010.2445,4423.326,2.29261821186424,2,0,"1.5 -> Inf"
"SALK_016755C","PetC",324.556,775.678,2.38996660052503,1,0,"1.5 -> Inf"
"SALK_016757C","PetC",2692.2445,5004.8255,2.07543819302256,2,0,"1.5 -> Inf"
"SALK_016758C","PetC",1492.0875,3925.116,2.63785588099371,2,0,"1.5 -> Inf"
"SALK_016764C","PetC",1960.63833333333,2006.979,1.5703780949521,3,2,"1.5 -> Inf"
"SALK_016775C","PetC",1732.502,4128.265,2.39741910823533,2,0,"1.5 -> Inf"
"SALK_016788C","PetC",2566.547,3676.6635,1.42264919170972,6,1,"0.5 -> 1.5"
"SALK_016798C","PetC",1410.595,3271.8,2.12213877477088,4,2,"1.5 -> Inf"
"SALK_016801C","PetC",1409.734,5567.897,4.68668554732022,2,0,"1.5 -> Inf"
"SALK_016837C","PetC",720.849,2949.092,4.09113697875699,1,3,"1.5 -> Inf"
"SALK_016841C","PetC",893.931,269.7635,0.23435854065631,2,2,"0 -> 0.5"
"SALK_016863C","PetC",182.704333333333,1694.34433333333,10.1038622823245,3,0,"1.5 -> Inf"
"SALK_016879C","PetC",1804.274,873.678,0.484326115958843,2,0,"0 -> 0.5"
"SALK_016880C","PetC",4635.075,NA,NA,5,0,NA
"SALK_016929C","PetC",2168.569,NA,NA,1,11,NA
"SALK_016986C","PetC",4586.972,2008.5415,0.206177987928319,6,3,"0 -> 0.5"
"SALK_017005C","PetC",1304.4055,3391.462,2.71004739104126,2,1,"1.5 -> Inf"
"SALK_017016C","PetC",454.556,2206.213,4.85355599750086,1,0,"1.5 -> Inf"
"SALK_017020C","PetC",89.778,2295.1775,25.8395234065349,2,1,"1.5 -> Inf"
"SALK_017021C","PetC",988.142,1554.47533333333,1.81379008546624,3,0,"1.5 -> Inf"
"SALK_017056C","PetC",2124.713,2232.42,1.05217868576925,2,0,"0.5 -> 1.5"
"SALK_017081C","PetC",449.647,1098.14233333333,3.69656816318264,3,0,"1.5 -> Inf"
"SALK_017097C","PetC",NA,598.971,NA,1,0,NA
"SALK_017099C","PetC",3917.67625,2545.42233333333,0.388952866029959,6,1,"0 -> 0.5"
"SALK_017102C","PetC",1446.592,2780.0415,1.92222465851419,2,0,"1.5 -> Inf"
"SALK_017106C","PetC",46.364,1355.703,48.5373350012941,2,1,"1.5 -> Inf"
"SALK_017108C","PetC",1296.799,2356.92,1.81749060571453,1,0,"1.5 -> Inf"
"SALK_017179C","PetC",38.864,1190.324,26.1218818571837,2,1,"1.5 -> Inf"
"SALK_017212C","PetC",404.509,1499.442,4.8850125590488,3,0,"1.5 -> Inf"
"SALK_017221C","PetC",NA,NA,NA,0,4,NA
"SALK_017235C","PetC",1907.3486,2578.4416,1.81154613040965,5,2,"1.5 -> Inf"
"SALK_017237C","PetC",2240.04033333333,4030.8928,3.49318789565852,6,2,"1.5 -> Inf"
"SALK_017248C","PetC",865.882666666667,1769.849,2.0599111861706,3,0,"1.5 -> Inf"
"SALK_017259C","PetC",1043.5315,2543.6275,2.50543003605865,2,0,"1.5 -> Inf"
"SALK_017275C","PetC",109.013666666667,2005.48233333333,39.7725462975971,3,0,"1.5 -> Inf"
"SALK_017280C","PetC",NA,NA,NA,0,1,NA
"SALK_017283C","PetC",1228.556,1789.263,1.45639515007863,1,0,"0.5 -> 1.5"
"SALK_017302C","PetC",442.849,2024.799,4.57221084387681,1,0,"1.5 -> Inf"
"SALK_017325C","PetC",1172.031,1533.4455,1.31225461556615,2,0,"0.5 -> 1.5"
"SALK_017387C","PetC",2054.0015,2499.002,1.21024325405179,2,0,"0.5 -> 1.5"
"SALK_017394C","PetC",526.7885,1628.9705,4.68892147422473,2,1,"1.5 -> Inf"
"SALK_017410C","PetC",507.435,2344.799,4.62088543360233,1,0,"1.5 -> Inf"
"SALK_017440C","PetC",478.2885,1119.117,3.92428478461359,2,1,"1.5 -> Inf"
"SALK_017444C","PetC",998.385,2028.092,2.03137266685697,1,1,"1.5 -> Inf"
"SALK_017463C","PetC",1274.7385,2993.188,2.35379132430719,2,0,"1.5 -> Inf"
"SALK_017464C","PetC",1618.8092,224.1478,0.159397911743776,5,0,"0 -> 0.5"
"SALK_017487C","PetC",424.6675,2005.678,4.80370549426048,2,1,"1.5 -> Inf"
"SALK_017573","PetC",NA,NA,NA,0,3,NA
"SALK_017592C","PetC",1605.9455,2525.8345,1.58058245704782,2,0,"1.5 -> Inf"
"SALK_017597C","PetC",381.556,1626.799,4.26359171392928,1,0,"1.5 -> Inf"
"SALK_017607C","PetC",NA,2513.92,NA,1,3,NA
"SALK_017611C","PetC",1859.3595,2001.5665,1.07660735768595,2,0,"0.5 -> 1.5"
"SALK_017614C","PetC",1648.213,2989.042,1.81430625598929,2,0,"1.5 -> Inf"
"SALK_017648C","PetC",4113.535,NA,NA,4,1,NA
"SALK_017663C","PetC",253.3745,1826.4455,7.32808463237853,2,1,"1.5 -> Inf"
"SALK_017677C","PetC",1245.263,1282.263,1.02971259886466,1,1,"0.5 -> 1.5"
"SALK_017692C","PetC",1799.006,3211.1885,1.78495109255857,2,0,"1.5 -> Inf"
"SALK_017695C","PetC",703.8495,1846.617,2.67511584081781,2,1,"1.5 -> Inf"
"SALK_017702C","PetC",1733.506,3321.249,1.91143228429901,2,0,"1.5 -> Inf"
"SALK_017727C","PetC",NA,1885.678,NA,1,4,NA
"SALK_017755C","PetC",1803.73233333333,2716.665,1.46283139726531,3,0,"0.5 -> 1.5"
"SALK_017786C","PetC",944.808666666667,698.118333333333,1.08655556622358,3,0,"0.5 -> 1.5"
"SALK_017818C","PetC",1338.213,1558.385,1.16452687277735,1,0,"0.5 -> 1.5"
"SALK_017838C","PetC",1592.627,2691.627,1.69005485904735,1,0,"1.5 -> Inf"
"SALK_017846C","PetC",1047.263,2376.335,2.26909095423022,1,0,"1.5 -> Inf"
"SALK_017847C","PetC",1698.971,623.142,0.366776125078062,1,0,"0 -> 0.5"
"SALK_017851C","PetC",889.435,2219.824,2.47821423442863,2,1,"1.5 -> Inf"
"SALK_017873C","PetC",784.132,6297.31633333333,10.3733025503567,3,1,"1.5 -> Inf"
"SALK_017879C","PetC",755.435,1339.435,1.77306452573683,1,3,"1.5 -> Inf"
"SALK_017898C","PetC",229.452,686.451666666667,3.05263496480046,3,0,"1.5 -> Inf"
"SALK_017899C","PetC",1513.9455,3056.663,2.01217849116999,2,0,"1.5 -> Inf"
"SALK_017923C","PetC",631.971,610.849,0.966577580300362,1,0,"0.5 -> 1.5"
"SALK_017938C","PetC",1274.3595,3066.163,2.40581659831775,2,0,"1.5 -> Inf"
"SALK_017941C","PetC",1230.006,2766.163,2.24875164457414,2,0,"1.5 -> Inf"
"SALK_017949C","PetC",1224.178,2615.1275,2.12756738662922,2,0,"1.5 -> Inf"
"SALK_017960C","PetC",306.021,1265.8845,5.37890814748633,2,0,"1.5 -> Inf"
"SALK_017993C","PetC",NA,NA,NA,0,1,NA
"SALK_017994C","PetC",837.056,854.9955,1.08946782934584,2,1,"0.5 -> 1.5"
"SALK_018002C","PetC",2087.34833333333,3464.33833333333,1.61953128100946,3,0,"1.5 -> Inf"
"SALK_018011C","PetC",16.95,2228.335,131.465191740413,1,2,"1.5 -> Inf"
"SALK_018033C","PetC",203.6925,2163.617,12.6366276253991,2,1,"1.5 -> Inf"
"SALK_018044C","PetC",2488.799,347.521,0.238560044423033,2,1,"0 -> 0.5"
"SALK_018057C","PetC",1252.2385,2182.9205,1.75113867532508,2,0,"1.5 -> Inf"
"SALK_018100C","PetC",887.263,2379.006,2.76594981063372,2,0,"1.5 -> Inf"
"SALK_018106C","PetC",231.6925,2046.73466666667,8.06612084868395,3,0,"1.5 -> Inf"
"SALK_018113C","PetC",NA,NA,NA,0,2,NA
"SALK_018122C","PetC",1473.3595,930.8245,0.647478595880051,2,0,"0.5 -> 1.5"
"SALK_018131C","PetC",1804.506,1148.178,0.634108984210953,2,0,"0.5 -> 1.5"
"SALK_018148C","PetC",1189.8595,1846.0665,1.56748419369352,2,0,"1.5 -> Inf"
"SALK_018155C","PetC",NA,NA,NA,0,5,NA
"SALK_018174C","PetC",NA,NA,NA,0,1,NA
"SALK_018183C","PetC",2502.506,2686.006,1.06479308383336,2,0,"0.5 -> 1.5"
"SALK_018192C","PetC",1520.63433333333,2279.16966666667,1.49380404740556,3,0,"0.5 -> 1.5"
"SALK_018239C","PetC",1714.4705,912.728,0.505018247282588,2,1,"0.5 -> 1.5"
"SALK_018263C","PetC",716.8245,1720.6525,2.40714287256561,2,0,"1.5 -> Inf"
"SALK_018276C","PetC",2181.3595,2180.1525,1.0006117165015,2,0,"0.5 -> 1.5"
"SALK_018313C","PetC",1378.8595,1601.213,1.15707032926061,2,0,"0.5 -> 1.5"
"SALK_018343C","PetC",727.9705,1513.031,2.36814427309877,2,0,"1.5 -> Inf"
"SALK_018346C","PetC",2067.627,1130.556,0.546789145237511,1,0,"0.5 -> 1.5"
"SALK_018362C","PetC",570.385,2484.502,4.37881454354113,2,1,"1.5 -> Inf"
"SALK_018365C","PetC",1566.506,1652.006,1.05291032980578,2,0,"0.5 -> 1.5"
"SALK_018378C","PetC",1322.885,1668.7385,1.25699501485449,2,0,"0.5 -> 1.5"
"SALK_018381C","PetC",287.556,1037.799,3.60903267537454,1,0,"1.5 -> Inf"
"SALK_018398C","PetC",1409.9455,1698.006,1.20520367848331,2,0,"0.5 -> 1.5"
"SALK_018407C","PetC",1104.4705,2520.006,2.27473874874755,2,0,"1.5 -> Inf"
"SALK_018408C","PetC",1329.092,2264.42,1.71163415037978,2,0,"1.5 -> Inf"
"SALK_018424C","PetC",1315.4455,1498.092,1.13668633424581,2,0,"0.5 -> 1.5"
"SALK_018447C","PetC",1308.2385,2080.092,1.58875699611032,2,0,"1.5 -> Inf"
"SALK_018451C","PetC",381.849,3172.188,8.96175971086254,2,0,"1.5 -> Inf"
"SALK_018461C","PetC",2195.2735,1661.6525,0.757672447340379,2,0,"0.5 -> 1.5"
"SALK_018465C","PetC",1869.4885,1335.867,0.68842700908966,4,0,"0.5 -> 1.5"
"SALK_018508C","PetC",434.849,1928.506,4.43488659281728,1,0,"1.5 -> Inf"
"SALK_018512C","PetC",2205.213,2656.981,1.21248951157441,2,0,"0.5 -> 1.5"
"SALK_018518C","PetC",3713.5636,NA,NA,5,0,NA
"SALK_018533C","PetC",2051.17,3180.079,1.51641435531576,3,0,"1.5 -> Inf"
"SALK_018558C","PetC",1975.64433333333,2073.661,1.05310842994033,3,0,"0.5 -> 1.5"
"SALK_018585C","PetC",631.678,2318.92,3.67104759070286,1,0,"1.5 -> Inf"
"SALK_018613C","PetC",1558.638,3020.3555,2.09003111992697,2,0,"1.5 -> Inf"
"SALK_018615C","PetC",1232.91366666667,3173.725,2.65634618465306,3,0,"1.5 -> Inf"
"SALK_018627C","PetC",493.678,2067.335,4.18761824509093,1,0,"1.5 -> Inf"
"SALK_018653C","PetC",1469.89666666667,2880.68466666667,1.97382117556189,3,0,"1.5 -> Inf"
"SALK_018664C","PetC",13838.7284,5372.3342,1.46076087972239,5,3,"0.5 -> 1.5"
"SALK_018667C","PetC",157.899,2815.799,17.8329121780379,1,0,"1.5 -> Inf"
"SALK_018686C","PetC",1618.91,1597.849,1.10805734091355,2,2,"0.5 -> 1.5"
"SALK_018703C","PetC",118.253,2692.688,28.502257798297,2,1,"1.5 -> Inf"
"SALK_018724C","PetC",474.728,1804.799,3.8017538464131,1,2,"1.5 -> Inf"
"SALK_018741C","PetC",1040.235,2007.12228571429,2.41759833392242,7,0,"1.5 -> Inf"
"SALK_018743C","PetC",3863.10266666667,2162.4555,0.149064057388577,7,2,"0 -> 0.5"
"SALK_018754C","PetC",484.849,1872.092,3.86118564749025,1,0,"1.5 -> Inf"
"SALK_018757C","PetC",1159.1462,1545.6432,1.42041474313514,5,0,"0.5 -> 1.5"
"SALK_018785C","PetC",162.849,497.799,3.05681336698414,1,0,"1.5 -> Inf"
"SALK_018789C","PetC",1538.092,1172.435,0.762265846256271,1,4,"0.5 -> 1.5"
"SALK_018790C","PetC",1765.43933333333,3819.45966666667,2.05157986368462,3,0,"1.5 -> Inf"
"SALK_018857C","PetC",1714.368,2294.56333333333,1.34546730705352,3,0,"0.5 -> 1.5"
"SALK_018859C","PetC",1693.31066666667,2306.17266666667,1.37151953579205,3,0,"0.5 -> 1.5"
"SALK_018894C","PetC",944.117,2864.0165,4.01805501141897,2,0,"1.5 -> Inf"
"SALK_018897C","PetC",1650.3595,1557.006,0.948516688669413,2,0,"0.5 -> 1.5"
"SALK_018907C","PetC",1681.213,2224.44866666667,1.32276407516788,3,0,"0.5 -> 1.5"
"SALK_018984C","PetC",1733.03166666667,775.472666666667,0.427845404384288,3,0,"0 -> 0.5"
"SALK_019017C","PetC",381.556,1305.8595,3.71048278884831,2,1,"1.5 -> Inf"
"SALK_019075C","PetC",3704.64333333333,2174.099,0.204663065112312,8,1,"0 -> 0.5"
"SALK_019082C","PetC",150.728,2811.163,18.6505692373016,1,0,"1.5 -> Inf"
"SALK_019093C","PetC",103.753,551.435,8.68606757501772,2,2,"1.5 -> Inf"
"SALK_019095C","PetC",536.6065,1510.349,3.28407540188597,2,2,"1.5 -> Inf"
"SALK_019119C","PetC",1973.11566666667,2203.13233333333,1.11536438915532,3,0,"0.5 -> 1.5"
"SALK_019130C","PetC",706.2635,2840.163,4.15859839892873,2,0,"1.5 -> Inf"
"SALK_019141C","PetC",3987.0524,2596.439,0.222336160923595,7,2,"0 -> 0.5"
"SALK_019163C","PetC",2243.25333333333,2964.19666666667,1.33235351344381,3,0,"0.5 -> 1.5"
"SALK_019167C","PetC",141.435,1110.213,7.84963410754057,1,0,"1.5 -> Inf"
"SALK_019170C","PetC",1461.32766666667,3699.37533333333,2.64729567265766,3,0,"1.5 -> Inf"
"SALK_019181C","PetC",1894.1525,1974.8595,1.0409771700605,2,0,"0.5 -> 1.5"
"SALK_019252C","PetC",2110.21333333333,1924.018,0.923393064713756,3,0,"0.5 -> 1.5"
"SALK_019272C","PetC",2303.48933333333,1402.46566666667,0.612776203526595,3,0,"0.5 -> 1.5"
"SALK_019336C","PetC",666.142,2215.385,3.32569482182478,1,0,"1.5 -> Inf"
"SALK_019359C","PetC",1215.1775,2987.981,2.51579978577273,2,0,"1.5 -> Inf"
"SALK_019372C","PetC",1473.592,2640.3345,1.81404453573386,2,0,"1.5 -> Inf"
"SALK_019403C","PetC",778.718333333333,3836.382,5.80710047045867,3,0,"1.5 -> Inf"
"SALK_019429C","PetC",1605.8595,2677.0665,1.67282989330862,2,0,"1.5 -> Inf"
"SALK_019453C","PetC",1651.8595,2321.006,1.41004194384114,2,0,"0.5 -> 1.5"
"SALK_019535C","PetC",1253.092,851.1775,0.684095550888975,2,0,"0.5 -> 1.5"
"SALK_019547C","PetC",1368.0315,2747.0665,2.03436084543375,2,0,"1.5 -> Inf"
"SALK_019565C","PetC",658.519,2693.4025,4.11141631388309,2,6,"1.5 -> Inf"
"SALK_019589C","PetC",1060.50633333333,1744.301,1.74960512327619,3,0,"1.5 -> Inf"
"SALK_019635C","PetC",1638.69166666667,842.839333333333,0.697354841196817,3,1,"0.5 -> 1.5"
"SALK_019656C","PetC",1387.0065,1157.9705,0.836571690126446,2,0,"0.5 -> 1.5"
"SALK_019711C","PetC",1129.2385,2539.981,2.25346994958425,2,0,"1.5 -> Inf"
"SALK_019727C","PetC",1323.426,3384.25133333333,3.12636816577553,3,1,"1.5 -> Inf"
"SALK_019743C","PetC",797.7025,1498.117,1.87490604340309,2,0,"1.5 -> Inf"
"SALK_019747C","PetC",NA,NA,NA,0,2,NA
"SALK_019772C","PetC",2000.305,1849.648,0.924682985844659,1,4,"0.5 -> 1.5"
"SALK_019794C","PetC",941.531,1101.9705,1.11400678672879,2,0,"0.5 -> 1.5"
"SALK_019795C","PetC",1682.299,3134.42,1.8863331588984,2,0,"1.5 -> Inf"
"SALK_019847C","PetC",1812.1525,3939.663,2.20068043027846,2,0,"1.5 -> Inf"
"SALK_019860C","PetC",717.849,2298.556,3.2020048784633,1,0,"1.5 -> Inf"
"SALK_019871C","PetC",1794.799,3174.395,1.77763587848355,2,0,"1.5 -> Inf"
"SALK_019886C","PetC",NA,NA,NA,0,2,NA
"SALK_019889C","PetC",1402.592,3214.042,2.31893238300212,2,0,"1.5 -> Inf"
"SALK_019994C","PetC",1368.78233333333,2792.77933333333,2.26604641445242,3,0,"1.5 -> Inf"
"SALK_020000C","PetC",627.779857142857,2461.785,11.105464606331,7,2,"1.5 -> Inf"
"SALK_020006C","PetC",2082.92,NA,NA,1,1,NA
"SALK_020014C","PetC",3445.4515,4766.9975,1.28168537736567,2,0,"0.5 -> 1.5"
"SALK_020019C","PetC",2244.855,5611.2045,2.31882806960623,2,0,"1.5 -> Inf"
"SALK_020074C","PetC",2179.454,3354.5654,1.71856219524622,5,1,"1.5 -> Inf"
"SALK_020097C","PetC",1227.385,1840.092,1.49919707345291,1,3,"0.5 -> 1.5"
"SALK_020108C","PetC",353.435,168.314,0.476223350828299,1,0,"0 -> 0.5"
"SALK_020112C","PetC",2642.6835,1970.5265,0.655685232625048,2,0,"0.5 -> 1.5"
"SALK_020125C","PetC",2268.8542,2763.845,1.54756241262664,5,1,"1.5 -> Inf"
"SALK_020158C","PetC",2003.274,2253.542,1.14510108776426,2,0,"0.5 -> 1.5"
"SALK_020181C","PetC",1910.5915,2764.774,1.44847497531383,2,0,"0.5 -> 1.5"
"SALK_020216C","PetC",NA,NA,NA,0,2,NA
"SALK_020228C","PetC",NA,NA,NA,0,2,NA
"SALK_020271C","PetC",2585.916,5492.937,2.01445779551347,2,0,"1.5 -> Inf"
"SALK_020283C","PetC",3099.2945,3402.234,1.06162844084362,2,0,"0.5 -> 1.5"
"SALK_020287C","PetC",1214.99433333333,2726.35133333333,2.23865277857964,3,0,"1.5 -> Inf"
"SALK_020296C","PetC",3973.2445,2895.6985,0.70064041334018,2,0,"0.5 -> 1.5"
"SALK_020321C","PetC",1631.32,7037.7045,4.03312199821086,2,0,"1.5 -> Inf"
"SALK_020347C","PetC",117.899,2051.385,17.3995114462379,1,0,"1.5 -> Inf"
"SALK_020355C","PetC",2358.06775,6589.18675,2.74335245478754,4,3,"1.5 -> Inf"
"SALK_020382C","PetC",1302.4032,2480.0984,2.35259341908401,5,1,"1.5 -> Inf"
"SALK_020390C","PetC",1445.54175,1966.29175,1.35699539560451,4,2,"0.5 -> 1.5"
"SALK_020403C","PetC",3730.194,349.91,0.0881293953832102,2,0,"0 -> 0.5"
"SALK_020409C","PetC",1437.345,522.728,0.321442025153828,2,1,"0 -> 0.5"
"SALK_020410C","PetC",1635.052,4262.8405,2.66379861365411,2,0,"1.5 -> Inf"
"SALK_020442C","PetC",5037.7295,2135.43222222222,0.802420134276251,10,1,"0.5 -> 1.5"
"SALK_020556C","PetC",1662.6735,3432.7085,2.05086922411927,2,0,"1.5 -> Inf"
"SALK_020595C","PetC",1698.03666666667,2802.82466666667,1.77731368069567,6,1,"1.5 -> Inf"
"SALK_020627C","PetC",NA,NA,NA,0,1,NA
"SALK_020671C","PetC",1246.0415,3638.5725,3.46184732827838,2,0,"1.5 -> Inf"
"SALK_020686C","PetC",2625.209,1490.4915,0.573005679420018,2,0,"0.5 -> 1.5"
"SALK_020702C","PetC",1271.714,4170.0865,4.63248189179903,2,3,"1.5 -> Inf"
"SALK_020716C","PetC",4322.94116666667,NA,NA,6,0,NA
"SALK_020722C","PetC",1362.937,2489.05833333333,1.85881345566738,3,0,"1.5 -> Inf"
"SALK_020768C","PetC",1158.13233333333,3000.12266666667,2.97003616222778,3,0,"1.5 -> Inf"
"SALK_020785C","PetC",1529.425,2044.718,1.38637770823886,3,0,"0.5 -> 1.5"
"SALK_020792C","PetC",2237.6414,1039.3606,0.420823999112467,5,0,"0 -> 0.5"
"SALK_020801C","PetC",601.531,442.996,0.732914814855418,2,0,"0.5 -> 1.5"
"SALK_020888C","PetC",804.849,1523.678,1.8931228093717,1,1,"1.5 -> Inf"
"SALK_020898C","PetC",1881.77233333333,2590.33166666667,1.82658082214883,3,0,"1.5 -> Inf"
"SALK_020930C","PetC",1380.885,3151.6275,2.28762955831734,2,0,"1.5 -> Inf"
"SALK_020938C","PetC",1322.66766666667,859.620333333333,0.66360866750808,3,0,"0.5 -> 1.5"
"SALK_020941C","PetC",71.778,847.263,11.8039371395135,1,1,"1.5 -> Inf"
"SALK_020945C","PetC",1887.506,1888.5065,1.00014601789357,2,0,"0.5 -> 1.5"
"SALK_020960C","PetC",1085.178,2923.274,2.76109050803433,2,0,"1.5 -> Inf"
"SALK_020993C","PetC",3539.305,2735.6485,0.744177421623867,2,0,"0.5 -> 1.5"
"SALK_021001C","PetC",2039.91733333333,756.749,1.22265863220266,3,6,"0.5 -> 1.5"
"SALK_021006C","PetC",1952.34566666667,2969.704,1.52643198462641,3,4,"1.5 -> Inf"
"SALK_021015C","PetC",1708.592,3019.9205,1.76812174461394,2,0,"1.5 -> Inf"
"SALK_021042C","PetC",1834.506,1525.738,0.83198289487859,2,0,"0.5 -> 1.5"
"SALK_021126C","PetC",1333.891,2652.669,1.98866998877719,1,0,"1.5 -> Inf"
"SALK_021313C","PetC",354.314,1659.678,4.68420101943474,1,0,"1.5 -> Inf"
"SALK_021317C","PetC",NA,3366.456,NA,1,0,NA
"SALK_021394C","PetC",776.7948,579.8978,0.974971421915176,5,0,"0.5 -> 1.5"
"SALK_021418C","PetC",NA,NA,NA,0,5,NA
"SALK_021426C","PetC",1052.2242,1843.4286,1.71185238472288,5,1,"1.5 -> Inf"
"SALK_021474C","PetC",912.3595,1466.713,1.59811662957099,2,1,"1.5 -> Inf"
"SALK_021479C","PetC",813.117,1611.531,2.1592906131819,2,0,"1.5 -> Inf"
"SALK_021491C","PetC",NA,NA,NA,0,11,NA
"SALK_021500C","PetC",964.6775,93.8995,0.0950425475552484,2,0,"0 -> 0.5"
"SALK_021521C","PetC",838.5165,3346.5835,3.85176107706497,2,0,"1.5 -> Inf"
"SALK_021530C","PetC",2550.31675,997.617,0.39368973751793,4,0,"0 -> 0.5"
"SALK_021560C","PetC",1931.299,3051.213,1.5904528394111,2,0,"1.5 -> Inf"
"SALK_021650C","PetC",1291.368,2130.19625,1.530924349445,4,0,"1.5 -> Inf"
"SALK_021660C","PetC",2213.2695,3694.3878,7.14634515844438,5,1,"1.5 -> Inf"
"SALK_021691C","PetC",1243.4602,5295.2082,6.28017224790207,5,0,"1.5 -> Inf"
"SALK_021868C","PetC",2676.6585,5234.558,1.9560217378183,2,0,"1.5 -> Inf"
"SALK_021871C","PetC",3096.851,6785.6145,2.1843687658465,2,0,"1.5 -> Inf"
"SALK_021891C","PetC",1929.123,5878.5435,3.21971262230832,2,0,"1.5 -> Inf"
"SALK_021901C","PetC",6320.9075,7866.104,1.24906787963144,2,0,"0.5 -> 1.5"
"SALK_021924C","PetC",1941.31766666667,3191.177,1.93406399806076,3,1,"1.5 -> Inf"
"SALK_021943C","PetC",4548.715,8306.6145,1.82828295590529,2,0,"1.5 -> Inf"
"SALK_021962C","PetC",7878.1,1459.77,0.247387679847644,2,0,"0 -> 0.5"
"SALK_021979C","PetC",4574.9536,2314.3208,3.80505207644882,5,0,"1.5 -> Inf"
"SALK_021984C","PetC",3377.048,6381.851,1.88635288921529,2,0,"1.5 -> Inf"
"SALK_021988C","PetC",2571.8015,3691.204,1.35599594516771,6,1,"0.5 -> 1.5"
"SALK_021999C","PetC",2596.566,5327.701,2.41059811705073,3,0,"1.5 -> Inf"
"SALK_022026C","PetC",3106.876,7099.7005,2.2409753238261,2,0,"1.5 -> Inf"
"SALK_022044C","PetC",9474.305,7831.062,0.826557937495151,1,0,"0.5 -> 1.5"
"SALK_022056C","PetC",5749.02575,2791.577,0.349851860658216,6,1,"0 -> 0.5"
"SALK_022069C","PetC",1490.77925,1543.21825,1.84831879873107,4,1,"1.5 -> Inf"
"SALK_022082C","PetC",4228.058,8667.6755,2.07340518260231,2,0,"1.5 -> Inf"
"SALK_022107C","PetC",2346.86,1581.9455,0.676028257631144,2,1,"0.5 -> 1.5"
"SALK_022117C","PetC",6886.3528,NA,NA,5,0,NA
"SALK_022160C","PetC",1748.4455,2262.299,1.29878461578269,2,1,"0.5 -> 1.5"
